gloss,segmented_text
exÃ­s.,"{""Ã¡k'el"", 'x-', ""chi'"", ""ab'aj"", 'pet', 'kabaal', 'naqaaj', 'lajori', ""ik'il"", 'a-', 'aw-', 'q-', 'juntiir', 'ke', 'jun', 'r-', ""ch'up"", 'libertad', 'ti-', 'tok', ""ik'iil"", '???', 'taq', 'koom', 'lamaas', ""-i'n"", '-ow', ""kla'"", ""t'oj"", ""wi'l"", 'modo', 'chaku', 'anm', 'chik', 'en', 'ichaaj', 'lÃ©kej', 'Ã©tzel', 'etaam', 't-', 'li', 'neen', ""k'ojol"", 'qe', 'rejwex', 'si', ""-ka'"", ""wi'"", 'Ã¡nim', 'iin', ""b'a"", ""-e'"", 'j-', 'kwand', 'chi', 'e', '-ch', '-j', ""-i'"", 'man', 'lo', 'entoons', 'ni', 'rechaq', ""a'ora"", '-ik', 'ra', ""q'opooj"", 'nada', 'wunaq', ""chib'"", 'treens'}"
frijol,"{'tzaq', ""kinaq'"", 'neen', 'ri', ""b'i"", 'la', '-sáj', 'ti-'}"
med,"{'qa-', 'ch-', 'pwees', 'jun', 'ti-', 'w-', ""-i'n"", 'tan', '-eej', 'tzak', 'in-', 'alwiin', 'aa', ""k'aay"", 'mansaniil', 'ee', 'byeen', '-j', 'manooj', 'ra', 'júnkitz', 'yol'}"
mov,"{""k'ut"", ""aq'ansaa"", ""-b'ik"", ""b'e"", 'fweers', ""ta'n"", 'em', '-iik', 'o', 'pet', 'yaj', ""nab'e"", 'lijori', 'q-', ""y'"", 'chaak', 'fweert', 'r-', ""b'iij"", 'juntiir', 'koom', '-il', '-ow', 'sach', 'fijaat', 'graan', ""itz'yeq"", 'm', 'ri', 'peer', ""k'im"", 'yaq', 'katolika', ""paq'"", ""-e'"", 'baa', 'íjij', '-aq', 'keej', 'etama', 'lajor', ""q'i'"", 'el', 'ni', 'ra', ""tz'eet"", ""ik'an"", ""aq'ab'"", 'folyar', 'kam', 'chaq', 'redondo', ""loq'"", '-er', 'kaxlaan', ""ruk'"", 'beneno', 'pwees', 'mees', 'we', 'gaan', 'tyeemp', ""extranjerb'"", 'gringos', 'eso', 'ch', ""a'"", '-ij', 'esa', ""tiko'n"", 't-', '-in', 'neen', 'wich', 'lomaan', 'uleew', ""b'a"", ""k'i"", 'ee', 'e', 'qleen', '-eel', ""cha'"", 'kum', ""nik'ij"", 'semiya', ""k'is"", 'asaam', 'keqiix', 'tyoox', ""junaab'"", 'qa-', 'kirtyaan', 'esaa', ""eek'"", ""chi'"", 'iglesya', 'xoj', 'tambyeen', 'jilon', 'wonol', 'piniselina', 'Dyoos', 'a-', ""no'"", 'dyunabes', ""q'antzu"", 'máj', 'ke', 'jun', 'ti-', 'ay', 'noo', 'ooj', 'taq', ""kijab'"", 'tra', 'íxim', 'chiqa', ""t'oj"", 'aat', 'tzii', 'juun', ""loq'laj"", ""k'aslem"", 'Estados', 'li', 'maj', ""jab'"", 'xaq', 'sekek', 'xem', 'tij', ""ne'"", 'étzel', ""wi'"", 'okox', 'aa', 'ki', 'chi', ""nab'ee"", 'mes', 'la', 'entoons', 'ójor', 'saq', 'chiw', 'ijiil', ""chib'"", 'por', '***', 'bida', '-w', 'x-', '-aal', ""b'i"", ""b'an"", 'ójir', 're', 'y', 'galaan', 'aw-', 'sol', ""ji'"", 'ijaaj', ""k'am"", 'ti', ""wi'l"", 'qap', 'aboon', 'montoon', 'chik', ""ka'n"", ""k'ex"", ""ab'iix"", 'tzur', ""b'ik"", ""i'n"", 'alaaj', ""exkab'"", 'qaaj', 'Unidos', 'woron', 'a', 'naq', '-sáj', 'syempre', 'ma', 'wunaq', ""tz'i'"", 'usuum', 'j-', ""yo'l"", 'chuuch', 'ese', '-j', ""-i'"", 'man', 'saqweech', ""choq'w"", 'aj-', ""ta'"", 'tantyado', '-ik', '-ol', '-laj', '-ch', 'dyoos'}"
nom,"{'pi', ""ta'n"", 'yaj', ""ye'"", 'lijori', 'juntiir', 'q-', 'r-', ""b'iij"", ""-i'n"", 'beyesa', 'keel', 'lamaas', 'raaj', ""tata'"", 'Miguel', 'qas', ""itz'yeq"", 'm', 'peer', 'ri', 'kuxta', 'baa', 'PÃ¡wl', 'Errere', '-aq', 'taaw', 'kurtyembre', 'taw', 'Liij', 'Lejandre', 'etam', ""k'ayeej"", 'oombre', 'chuch', ""-b'il"", 'kombenser', 'ra', ""tz'eet"", 'kam', 'karakol', ""loq'"", ""wÃ¡lb'"", 'echaam', 'lajori', ""ik'il"", 'kli', 'Merseed', 'beneno', ""saqja'"", 'LÃ³pez', 'kamotes', 'tok', 'we', ""echelka'n"", '-aaj', ""k'iche"", 'ch', ""a'"", 'aj', 't-', 'barko', 'neen', 'il', 'iyoom', 'iin', 'asta', ""b'a"", 'e', 'vicente', '-eem', 'jaa', ""k'atzaan"", ""k'is"", 'Katarina', ""no'j"", 'bween', 'Kalaam', 'Toor', 'qa-', ""junaab'"", ""sii'"", 'Makarye', 'a-', ""k'u"", 'Manuel', 'ke', 'jun', 'ti-', 'taq', ""q'ab'"", 'aat', 'Kulaax', 'kalidad', 'JosÃ©', 'MÃ©ndez', ""ik'laal"", 'Estados', 'li', 'tziij', 'qe', 'xaq', 'boos', 'tij', ""wi'"", 'maam', 'ki', 'chi', 'don', 'chi-', 'la', 'entoons', ""sik'"", 'i', 'ichooch', ""Siik'"", ""wiik'"", ""jurub'"", 'maas', 'por', 'x-', ""b'i"", ""b'an"", 'waqaq\\a', 'ójir', 're', 'y', 'aw-', 'Waldo', 'w-', ""kinaq'"", ""Saqb'iin"", ""k'am"", ""wi'l"", 'kurs', ""k'ex"", 'takiil', ""jii'"", 'kan', 'in-', ""b'ik"", ""a'l"", 'na', 'qaaj', 'jili', 'ma', 'Unidos', 'a', '-sáj', 'ejeempl', ""b'o'j"", 'Ã¡nim', 'saber', 'Anastasyo', 'j-', ""xe'"", 'jamaas', ""Li'y"", ""ri'"", 'an-', 'chuuch', 'qa', '-j', 'Chiik', 'man', ""jli'"", 'lo', 'saqweech', 'aj-', 'bikingo', ""ta'"", '-ik', 'wunaq', '-ch', 'taat'}"
"nom,","{""loq'a"", 'Delgaad', 'na', 'chaq', ""k'atzaan"", 'Bisente', 'laj', 'ri', 'niri', ""ik'il"", 'ech', 'j-', 'antonses', 'xiij', ""q'aab'"", 'r-'}"
num,"{'jri-', 'oj', '-iik', 'kins', ""y'"", ""se'a"", 'ketzales', ""o'"", 'laq', ""b'ee"", 'jol', 'ri', 'baa', 'suwerte', 'chakuu', ""k'uli'"", ""itz'ab'"", '-er', ""k'eer"", ""ik'il"", 'ch-', ""che'"", 'Merseed', '-sel', '-aaj', '-man', ""kab'-"", ""tiko'n"", 'rejwex', ""-ib'"", 'e', ""ta'j"", ""cha'"", 'qes', ""k'atzaan"", ""k'is"", ""k'isi'"", 'kirtyaan', ""pajník'ij"", '-l', 'dyunabes', 'ke', 'ti-', 'ay', 'noo', ""kla'"", 'aat', 'la-', 'tzaq', 'li', 'maj', ""lek'l"", 'maaj', ""-eeb'"", ""wi'"", 'ta-', 'okox', 'e-', ""laj'ori"", 'uu', ""sik'"", 'petzel', 'qej', 'rechaq', 'kwaand', 'laaj', 'awaaj', 'x-', ""-eb'"", '-aal', ""b'i"", 'waqaq\\a', 're', 'ju', 'aw-', 'bweelt', ""ji'"", 'w-', 'y...', ""wi'l"", 'chik', ""wa'x"", 'na', '-uuj', '-naq', ""ri'"", 'qa', 'setentisinko', ""-i'"", '-ik', ""b'e"", 'pi', 'komo', 'seis', 'kabaal', 'nim', 'ij', 'oor', 'dyesiseys', '-ow', ""kwa'y"", 'seys', ""Ã©k'il"", 'laj-', 'raaj', 'rex', 'qas', ""meb'a'"", 'rat', '-e', '-nik', 'molon', 'etam', 'chuch', 'katorse', 'ni', ""b'elej"", 'ra', '-s', ""aq'ab'"", ""loq'"", 'lajori', 'mees', ""wi'n"", ""a'"", 't-', 'iin', ""ib'"", '-eel', 'tik', ""q'aaq'"", '-elaaj', ""kub'i'"", 'awunke', 'yol', ""iitz'"", ""junaab'"", ""na'"", ""b'ij"", 'mulaj', 'xoj', ""k'ii"", ""sutq'um"", ""talb'art"", 'tzii', 'elaaj', 'en', ""seb'laj"", 'at-', ""kaab'"", ""jab'"", 'r', 'xaq', 'tij', 'étzel', 'yook', 'aa', 'paart', ""chub'"", 'chi-', 'la', ""k'iche'laaj"", 'dyees', ""lÃ©k'l"", 'saq', ""jurub'"", ""chib'"", ""si'"", '-n', 'xi-', 'ya', 'per', ""kib'"", 'iij', '-tij', 'ijaaj', 'yoloj', ""kiib'"", 'aboon', 'ox', ""jii'"", 'x', 'á-', 'choman', 'man', '-chaq', '-uj', 'wakix', ""ta'"", 'waqaq', '-laj', 'ka', ""-iib'"", ""q'alaaj"", 'eel', 'alg', 'pech', ""ti'"", ""ye'"", ""joob'"", 'q-', 'juntiir', 'r-', ""-i'n"", '-il', 'uch', 'laad', ""wib'"", 'mood', ""b'ek"", 'pe', 'íjij', 'xeel', 'el', 'tres', 'júnkitz', ""tyo'x"", 'list', 'kam', ""wÃ¡lb'"", 'laj', ""wÃ¡'x"", '-r', 'mat', 'ne', 'tok', ""xo'l"", 'portuun', 'ch', 'año', 'aaj', 'neen', '-re', 'j', ""telb'art"", '-un', 'bween', ""maq'na'"", ""Ã¡k'el"", 'tuuj', ""e'"", 'ekil', 'kablajuuj', 'a-', 'medyo', 'pobre', 'tra', 'kojon', 'de', 'utiiw', ""Ã©k'l"", 'juun', ""k'aslem"", 'qe', 'kwand', ""ya'"", 'chi', ""nab'ee"", ""i'"", 'i', 'ox-', 'sweerte', ""tzib'"", '***', 'wa', ""jyub'"", 'wch', 'taqÃ©', 'mismoo', ""b'it"", 'kwarenta', 'tose', 'kan', ""b'ik"", ""i'n"", ""kab'"", 'qaaj', ""itz'a"", ""oxib'"", ""k'om"", 'in', 'mi', 'muul', ""kab'lojuuj"", 'lo', ""iik'"", 'muq', ""q'iij"", 'wunaq', ""wá'x"", ""k'ut"", ""chee'"", 'yaj', ""nab'e"", 'lijori', 'ux-', 'koom', 'maq', ""k'iw"", ""-a'"", 'fijaat', 'peer', '-Ã¡l', ""paq'"", ""b'weelt"", ""-e'"", 'sinkwenta', '-aq', 'taw', 'no', ""k'iy"", 'loom', 'teew', ""i'j"", 'meer', '-el', 'chaq', 'ne-', 'kintal', 'pwees', 'despwes', ""itz'"", ""-ne'"", 'koj', 'ri-', '-ij', 'kumatz', 'il', 'si', ""kijeb'"", 'tilmiit', ""q'uniik"", 'mas', 'qa-', 'esaa', '-j-', ""ajtzoo'"", 'peech', 'kiitz', '-laaj', 'Dyoos', 'jun', 'pwes', 'aÃ±o', 'taq', ""kijab'"", ""t'oj"", ""q'ax"", ""uxib'"", 'aqan', 'waq', ""Ã©k'el"", ""ne'"", 'ki', 'byeen', 'entoons', 'ichooch', ""k'isik'"", 'por', '(te)', '-w', 'tijin', 'uq', ""b'an"", 'ójir', ""-ch'"", ""kolob'"", 'i-', ""b'eynte"", ""k'am"", '-taq', ""b'esel"", 'este', 'kinse', 'in-', '-iil', 'ma', 'a', '-sáj', 'Ã¡nim', 'j-', 'an-', 'chuuch', 'iniin', '-j', 'porke', ""k'aam"", '-ol', '-ch'}"
nun,"{'ya', 'tres', 'sinkwenta', 'kintal', 'jun'}"
p0art,"{""i'b'"", 'li', 'x-', 'i', 'jilon', 'in-', ""b'it"", 'w-'}"
paart,"{'-j', 'taq', 'xi-', ""ni'j"", 'ra', 'tos'}"
parpart,"{'t-', 'tok', ""i'n"", 'an-', 'iin', ""ta'"", ""b'a"", 'chik', 'nada', 'tyoox', ""y'"", 'ke', 'por'}"
pars,"{'tzaq', 'x-', ""ch'ool"", 'j-', 'in-'}"
part,"{'oj', 'tratamyento', ""-b'ik"", 'yaaj', 'ájij', '-iik', 'o', ""atz'aam"", 'luwar', ""ech'elxik"", 'wíswil', ""k'ichelaaj"", 'chikon', 'kins', '-ich', '-iij', ""y'"", 'fweert', 'kuy', 'karneero', '-sÃ¡j', 're-', 'kyeen', 'inw-', ""alq'Ã¡"", ""ixpek'peech"", ""o'"", 'jin', 'laq', 'tuq', ""b'ee"", ""ta'-"", 'bolober', 'jol', 'ri', ""che'w"", 'moo', ""-b'ij"", 'baa', 'kamnaq', 'suwerte', 'etama', 'kirneer', ""kab'al"", ""k'ayeej"", 'rayee', '-on', 'inin', ""-b'il"", ""ki'"", ""lajo'"", ""ch'eje"", ""Ch'anuuj"", 'chakuu', ""tz'eet"", 'rÃ¡sn', ""ajki'"", ""k'uli'"", ""q'oxow"", 'karakol', 'pooq', ""itz'ab'"", '-él', '-er', 'kamsaa', 'ch-', ""ik'il"", 'ajla', ""che'"", ""k'eer"", ""jii'n"", 'pake', 'ta', ""kúmb'il"", 'kamotes', '-sel', 'jolin', 'etzel', 'chulaa', '-aaj', ""extranjerb'"", ""k'iche"", 'mejor', 'modo', ""q'asal"", '-man', 'jor', 'wersa', ""tiko'n"", '-ul', 'tzak', 'delikad', '-ool', '-in', 'kes', 'iyoom', 'rejwex', 'iinwa', ""b'a"", ""kita'n"", ""-ib'"", 'xe', 'e', 'kum', '-saj', ""cha'"", ""ta'j"", ""saqmólb'"", 'qes', 'relijyosas', ""loq'a"", 'jaa', 'wuroon', 'uuy', ""k'atzaan"", '-al', ""a'n"", 'mulÃ¡j', 'moos', ""k'is"", 'asaam', 'ray', 'tyoox', 'sipoj', ""pat'b'aa"", ""k'isi'"", 'aan', ""yoob'"", 'kirtyaan', 'iil', ""pajník'ij"", ""ch'elxik"", '-tq', 'toos', 'es', 'ajwu', ""k'u"", '-l', ""k'asta"", 'dyunabes', ""ék'il"", 'ke', 'ti-', 'ay', 'noo', 'ooj', 'teknolojya', ""q'ab'"", ""kla'"", ""'an"", '-wu', 'aat', 'keja', ""t'"", 'la-', 'kuxtaa', ""-q'iij"", ""k'omon"", 'simiin', 'paam', 'tzaq', 'li', 'tziij', ""q'unik"", 'maj', '(e)', ""lek'l"", ""-u'"", ""tek'"", 'xem', ""wi'"", 'niri', ""-eeb'"", 'ta-', 'okox', ""-te'"", 'keer', 'miim', 'e-', ""laj'ori"", 'uu', ""sik'"", 'manooj', 'petzel', ""k'ixb'"", ""k'ono"", 'qej', 'lu-', 'kiyaq', 'rechaq', 'kontaminar', 'sut', 'nada', 'kwaand', 'laaj', 'octubre', 'awaaj', ""chuchu'"", 'x-', '-aal', ""b'i"", 'wux', 'pok', 'kasi', 'oseey', 're', 'jurchuchuj', 'y', 'ju', 'aw-', 'sol', ""ji'"", 'entonces', 'w-', 'utzÃ¡', 'y...', ""alaq'"", ""k'on"", ""Saqb'iin"", ""a'-"", ""k'omo"", ""wi'l"", 'kurs', 'chik', 'tek', ""wa'x"", 'opiis', 'jaan', ""ik'aan"", 'talbes', 'pent', 'alaaj', ""exkab'"", 'na', 'tos', 'naq', ""patb'aa"", '-uuj', 'wee', ""q'unun"", ""tz'i'"", 'usuum', ""looq'"", '-naq', '-ixóqil', ""laq'aab'"", 'cheek', ""k'oom"", ""-ta'"", ""ri'"", 'wer', 'qa', ""-i'"", 'semyero', ""nik'aj"", '-ik', ""aq'an"", ""b'e"", 'pi', 'poyo', 'kirner', 'komo', 'pet', 'kabaal', 'kom', 'nim', 'kos', '-si', 'ij', 'oor', ""k'ach"", 'chaak', 'suseder', 'dyesiseys', ""k'il"", '-ow', 'm-', ""kwa'y"", ""Ã©k'il"", 'laj-', 'tra-', 'ichoch', 'raaj', 'rex', '-eej', 'qas', 'etaam', 'ixóqil', 'chootx', 'domingo', ""k'iil"", ""Ja'kub'i'"", ""k'im"", 'Ã¡jw', 'iik', 'juraaj', 'or', ""ni'j"", ""la'"", ""yb'"", ""xab'an"", 'malanga', ""tob'ol"", 'taaw', 'miij', 'konsomee', '-e', 'rat', '-nik', 'molon', 'etam', ""q'i'"", ""alaaq'"", ""q'a"", 'oqol', 'mism', 'chuch', 'katorse', '-iin', 'ni', 'ech', ""b'elej"", '-aj', 'ra', '-s', ""k'ul"", 'kwin', ""ch'"", ""aq'ab'"", 'sikeer', 'kap', ""loq'"", 'bwen', 'kojÃ³', ""eqle'n"", '-tzaq', ""ch'ool"", ""k'uch"", 'lajori', 'kaxlaan', 'mens', ""ruk'"", 'karo', 'keq', 'qus', ""z'aaq"", ""poq'ow"", ""petb'aa"", 'mees', ""wi'n"", 'Bisente', 'tyeemp', 'naj', 'tan', 't', ""a'"", ""ch'ij"", ""alq'"", '-an', '-tiq', 't-', 'Delgaad', 'chaj', 'taant', 'iin', ""ib'"", 'ee', 'oon', ""ja'm"", '-eel', 'qleen', ""k'up"", 'mit', ""nik'ij"", 'tik', ""mu'"", 'Liiy', ""na'l"", 'et', ""yu'"", '-elaaj', ""k'uta'"", '**', 'keqiix', 'nojso', ""mosiib'"", 'yol', 'tza', 'rajwÃ©xik', 'awunke', ""junaab'"", ""iitz'"", ""na'"", 'qelen', ""b'ij"", 'neen-', ""sii'"", 'mulaj', ""chi'"", ""toq'ob'"", 'xoj', ""k'ii"", 'chu', ""itz'a"", ""sutq'um"", ""tze'j"", ""talb'art"", 'Kulaax', 'tzii', 'kalidad', 'elaaj', 'en', 'on', ""tz'an"", ""loq'laj"", ""seb'laj"", 'Ã©tzel', 'Julia', 'at-', 'baay', ""kaab'"", 'r', ""jab'"", ""patbaa'"", 'xaq', '-ke', ""sib'laj"", 'naan', 'tij', 'étzel', 'oksel', 'yook', 'aa', ""aq'"", ""-na'"", 'ntoos', 'mis', 'paart', 'aasta', 'wi', 'aber', ""romb'ej"", 'chi-', 'la', ""k'iche'laaj"", ""re'"", ""q'uuq'"", 'dyees', ""lÃ©k'l"", 'saq', ""jurub'"", '-we', 'enteer', 'chiw', ""chib'"", 'kada', 'lojori', ""si'"", '-n', ""tch'ij"", 'xi-', 'ya', '-q', ""q'u'"", 'per', ""-t'oj"", ""elq'"", ""kib'"", 'olbel', 'jinii', '-ee', 'ttiij', 'nojeel', 'naaj', 'iij', ""ch'ob'"", 'solÃ¡', 'kar', '-tij', 'jam', 'ijaaj', 'seguro', 'yoloj', ""b'iti"", ""-we'"", 'ti', ""kiib'"", 'proyekto', 'chaku', 'puuch', 'aboon', ""tromb'e"", ""oq'e"", 'ox', ""jii'"", ""tz'et"", 'ichaaj', 'jweraan', ""juruub'"", ""ta't"", 'x', ""saqmolb'"", ""tyo'j"", 'nik', 'cholaaj', 'uuq', 'kan-', 'derepeet', 'á-', 'choman', 'jono', 'man', '-uj', 'jos', '-chaq', 'padre', 'wakix', 'aq', ""ka'"", ""ta'"", 'tantyado', '-laj', 'taat', 'dyoos', 'empediid', 'ka', ""ch'iich'"", ""q'alaaj"", 'Ã³jor', ""ta'n"", 'sant', ""nika'"", 'eel', 'pech', ""ti'"", ""ye'"", ""joob'"", 'juntiir', 'q-', ""ch'aaw"", 'r-', 'sool', '-sáaj', ""-i'n"", 'lamaas', 'keel', '-il', 'uch', ""tz'ona"", 'laad', 'keske', ""tob'iiy"", 'tiq', ""chaq'"", 'oj-', ""wib'"", 'mood', 'm', ""itz'yeq"", 'wich-', ""b'ek"", 'jee', 'kuxta', 'pe', 'íjij', ""kaach'"", 'kurtyembre', 'weno', 'xeel', 'el', 'todo', 'tres', 'júnkitz', ""tyo'x"", 'enbenenar', 'kam', 'xa-', 'pa', ""wÃ¡lb'"", 'laj', 'jal', ""wÃ¡'x"", 'ryalidad', 'muucho', ""lek'il"", '-r', 'at', 'muund', 'xiij', 'beneno', ""saqja'"", 'saj', 'mat', 'tok', 'ne', 'gaan', ""xo'l"", 'portuun', 'yuq', 'entons', 'anm', 'ch', 'rejwéxik', 'para', '-xaq', 'alma', '-saaj', 'esa', 'año', ""k'a"", 'aaj', 'neen', 'remedyee', 'wich', '-re', '(lok)', 'j', 'taal', ""telb'art"", ""tromb'ej"", 'nika', 'nen', '-eem', ""antiib'"", 'itza', '-un', 'repent', ""no'j"", 'pena', 'bween', ""ab'eer"", ""maq'na'"", ""Ã¡k'el"", ""ek'l"", 'jurchuchÃºj', ""yuuq'"", ""e'"", 'tuuj', 'ekil', ""tz'il"", 'iglesya', 'waa', 'a-', 'kon', 'medyo', ""no'"", 'piniselina', 'kablajuuj', 'pores', 'pobre', ""itz'iq"", ""ik'iil"", 'tra', ""t'-"", ""-ab'"", 'ra-', ""ik'aa"", 'wataal', 'ok', 'kojon', 'de', 'utiiw', ""Ã©k'l"", 'juun', 'eem', ""k'aslem"", ""ixtuutz'"", 'qe', 'usiil', ""-re'"", ""me'"", 'nesesidad', 'alwiin', 'kwand', 'yameer', ""ya'"", 'chi', 'gobyeern', ""nab'ee"", 'mes', 'aal', 'lugar', ""i'"", ""xi'"", 'tzuq', 'yuuq', 'nochewen', ""te'"", 'i', 'ox-', 'sweerte', ""b'il"", 'alaj', ""tzib'"", 'apart', 'entonses', 'palaabr', '***', '-en', ""titz'an"", 'almaj', 'wiich', 'rejwÃ©x', 'wa', '-k', ""jyub'"", 'galaan', 'wulman', 'Waldo', 'wch', 'taqÃ©', ""q'aab'"", ""b'it"", ""ch'opiin"", 'burlaar', ""wilb'ej"", 'lastima', 'nojsa', 'chk', '(chik)-', 'qap', 'súrsik', ""sik'-"", 'tose', 'xi', 'grabar', ""k'ex"", 'kuna', 'kan', ""-ee'"", ""b'ik"", ""i'n"", 'wen', 'abeer', 'qaaj', ""kab'"", ""alk'waal"", '-qe', 'ejeempl', 'peyor', 'syempre', ""-ka'"", 'pwers', 'laal', 'saber', 'woroon', 'komoo', ""k'ay"", 'ik', 'usum', '(kitz)', ""oxib'"", 'Anastasyo', ""k'om"", ""Li'y"", '-ti', ""raq'"", 'in', 'mi', 'muul', '-na', ""jli'"", 'lo', ""iik'"", 'muq', ""wii'l"", ""q'iij"", 'roqta', ""itz'an"", 'ánim', 'miyiij', ""olb'ej"", 'ataq', 'wunaq', ""b'on"", ""wá'x"", '-(ki)', ""k'ut"", ""chee'"", 'neenchaak', 'em', 'bee', 'yaj', ""nab'e"", 'me', 'lijori', 'organisasiones', 'ux-', 'natun', ""b'iij"", ""xo'l-"", 'beyesa', 'koom', 'maq', 'sach', 'Jiin', 'luus', ""k'iw"", ""-a'"", 'mismo', 'fijaat', 'Miguel', 'juraj', ""tz'ib'"", 'legal', 'peer', 'yaq', '-oom', 'katolika', 'pu-', 'chop', ""-e'"", 'chaje', '-ok', '-aq', 'keej', 'xuk', 'nee-', 'taw', 'no', 'lajor', 'fwersa', 'mod', '-ral', 'kojÃ³n', 'oombre', ""k'iy"", 'loom', 'kun', 'ma-', 'teew', ""-a'n"", ""ik'an"", ""i'j"", 'nojs', 'cholaj', '-el', 'chaq', 'ne-', 'oori', 'maak', ""yuwaab'"", 'w', 'chikeech', 'tzi', 'kli', 'tu-', ""-ob'"", 'pwees', ""b'uq'"", 'pista', 'aaber', '-qa', 'we', 'sich', 'xílij', 'alimeent', 'kaj', 'waaj', 'rekomendar', 'personas', ""-ne'"", 'koj', 'komisaant', 'ri-', '-ij', 'desir', 'aj', 'paqal', 'kumpliir', 'kumatz', 'il', 'jup', 'xim', 'uleew', 'si', ""q'aj"", ""k'i"", ""k'aay"", 'antonses', 'mansaniil', ""t'o"", ""kijeb'"", 'lomi', 'tilmiit', 'uw-', 'kwalkyer', ""yuq'"", ""ch'ej"", 'estoo', ""ri'j"", 'te', 'aprobaar', 'mas', 'qa-', ""b'iix"", 'afweer', 'esaa', 'etqe', 'dya', ""ajtzoo'"", 'peech', 'te-', 'jilon', 'tambyeen', '-laaj', 'Dyoos', 'aq-', ""q'antzu"", ""k'olk'o'ch"", 'jun', 'pwes', 'aÃ±o', ""chweeq'"", 'kond', 'taq', 'tijoj', 'sopa', 'jalaan', ""b'aatz'"", 'íxim', 'chiqa', ""t'oj"", ""ja'"", 'wat', 'kay', 'elikoptero', ""q'ax"", ""uxib'"", 'aqan', 'waq', 'chep', 'tenedor', ""ik'laal"", 'uuch', 'sekek', ""ne'"", 'maam', 'ki', 'an', ""b'-"", 'byeen', 'kweent', '-chik', ""-ch'ol"", ""q'oxÃ³w"", 'entoons', 'ójor', 'non', 'tons', 'ichooch', 'usil', 'chap', ""k'isik'"", 'segur', 'qe-', 'maas', 'por', 'bida', '-w', 'jelaan', ""ilb'e"", 'tijin', ""kita'"", 'kajon', 'q', ""b'an"", 'nuunk', 'ójir', ""tene'"", '-li', 'naa', ""jo'"", 'pasar', 'puro', 'i-', ""-yi'n"", 'noj', ""kinaq'"", 'awaas', 'imaam', ""k'am"", 'pensar', '-taq', 'seel', 'xiq', ""b'esel"", 'este', 'modoo', '-aa', 'laas', ""ka'n"", 'pwaq', 'takiil', ""ab'iix"", 'kinse', ""ib'il"", 'in-', '-iil', ""Ã¡lib'"", ""a'l"", 'algo', 'ma', 'a', 'woron', '-sáj', 'lúwir', ""b'o'j"", ""kiyaaqyo'yoj"", ""ab'"", 'Ã¡nim', 'abyoon', 'aay', 'j-', ""xe'"", ""yo'l"", 'mul', 'an-', 'chikech', 'chuuch', 'iniin', ""piyeq'okix"", '-j', ""k'ark'"", 'pee', ""tz'onaa"", 'chup', 'chulu', 'porke', 'saqweech', 'klas', 'aj-', ""k'aam"", ""chu'sil"", '-ol', '-ch', 'mol', ""tz'íkin""}"
part.,"{'-el', 'x-', ""b'i"", ""-ta'j"", ""b'an"", '-iik', 're', 'Dyoos', 'a-', ""kub'"", '-uul', 'w-', 'kuxte', 'taq', 'uch', 'tra', ""wi'l"", ""k'ex"", 'kan', 't-', 'neen', 'ri', 'il', ""lek'l"", 'uleew', 'saber', 'baa', 'in', 'i', 'talbees', ""ta'"", 'sutin'}"
partl,"{'taq', 'maq', 'i', ""ech'elxik"", ""wi'"", '(lok)', 'j-', '(kitz)', 'pwaq', '-aq', 'juntiir', 'r-', 'lomi'}"
pep.,"{'l-', 'xe', ""sii'""}"
per,"{'a-', 'despwes', 'tij', 'in'}"
per.,"{'-j', 'x-', 'tons', 'ma', 'padre', 'jiniin', ""ik'il"", 'yaa', 'pe', 'ij', 'e', 'ti-', 'r-'}"
